window	Freq	mean_discordant_reads_blacklist
1_54418000_+	1	1
1_54421000_-	2	1
1_54423000_+	1	1
1_54454000_-	1	1
1_54463000_-	1	1
1_54467000_-	1	1
1_5447000_-	1	1
1_54471000_+	1	1
1_54475000_-	1	1
1_54476000_-	2	1
1_54479000_-	1	1
1_54488000_-	1	1
1_54498000_-	2	1
1_54502000_+	2	1
1_54509000_-	2	1
1_54516000_+	1	1
1_54563000_+	1	1
1_54572000_-	2	1
1_54586000_+	1	1
1_54610000_+	2	1
1_54653000_-	1	1
1_54664000_+	1	1
1_5467000_-	1	1
1_54695000_+	2	1
1_54703000_+	2	1
1_54744000_+	1	1
1_54756000_-	2	1
1_5482000_-	1	1
1_54822000_+	1	1
1_54826000_+	2	1
1_54834000_+	1	2
1_54842000_-	1	1
1_54843000_+	1	1
1_54869000_+	1	1
1_54950000_-	2	1
1_54954000_-	1	1
1_54956000_+	2	1
1_54973000_+	1	1
1_54976000_-	1	1
1_54984000_-	1	1
1_54995000_+	1	1
1_5501000_-	1	1
1_55024000_+	1	1
1_55032000_+	1	1
1_55038000_+	1	1
1_55044000_+	1	1
1_55048000_+	1	1
1_55063000_-	2	1
1_55070000_-	1	1
1_55081000_+	2	1
1_55091000_-	2	1
1_55119000_-	1	1
1_55119000_+	1	1
1_5514000_-	1	1
1_55143000_-	1	1
1_55149000_+	1	1
1_55150000_+	1	1
1_55154000_-	1	1
1_55157000_-	1	1
1_55173000_-	1	1
1_55183000_+	1	1
1_55193000_-	1	1
1_55194000_+	2	1
1_55196000_+	2	1
1_5520000_+	1	1
1_5521000_+	1	1
1_55223000_+	2	1
1_55239000_+	2	1
1_5526000_+	1	1
1_55265000_-	1	1
1_5527000_+	2	1
1_55293000_+	2	1
1_55303000_+	1	1
1_55304000_+	1	1
1_55325000_+	1	1
1_55329000_+	2	1
1_5533000_-	1	1
1_55337000_-	1	1
1_55353000_-	1	1
1_55372000_-	1	1
1_55388000_-	2	1
1_55393000_-	1	1
1_55424000_+	1	1
1_55443000_+	2	1
1_55445000_+	2	1
1_55461000_+	2	1
1_55463000_+	2	1
1_55475000_+	1	1
1_55481000_+	1	1
1_55505000_+	2	1
1_55511000_+	2	1
1_55518000_+	1	1
1_55522000_+	2	1
1_55524000_-	2	1
1_55530000_+	1	1
1_55540000_-	1	1
1_55544000_-	1	1
1_5558000_+	1	1
1_55585000_+	1	1
1_55608000_+	1	1
1_55619000_-	1	1
1_55625000_+	1	1
1_55635000_-	2	1
1_55668000_+	2	1
1_5567000_-	1	1
1_55679000_-	2	1
1_55689000_+	1	1
1_55697000_-	1	1
1_5573000_+	1	1
1_55733000_+	2	1
1_55784000_-	1	1
1_5580000_-	1	1
1_55828000_-	2	1
1_55848000_+	1	1
1_55871000_-	2	1
1_55877000_-	2	1
1_55882000_+	1	1
1_55886000_+	1	1
1_55905000_-	1	1
1_55914000_+	1	1
1_55915000_-	2	1
1_5592000_+	1	1
1_55924000_+	2	1
1_55952000_+	2	1
1_55964000_+	1	1
1_55973000_-	1	1
1_55975000_-	1	1
1_55978000_+	2	1
1_55983000_-	1	1
1_55989000_+	2	1
1_55990000_-	1	1
1_55995000_-	1	1
1_56004000_-	1	1
1_56004000_+	2	1
1_56006000_-	1	1
1_56010000_-	2	1
1_56012000_-	2	1
1_56022000_+	1	1
1_56023000_+	2	1
1_56035000_+	1	1
1_56037000_+	1	1
1_56051000_-	2	1
1_56067000_+	2	1
1_56082000_-	1	1
1_56085000_-	1	1
1_56087000_-	1	1
1_56097000_-	3	1
1_5610000_-	2	1
1_56102000_-	2	1
1_56110000_-	1	1
1_56114000_+	1	1
1_56118000_+	2	1
1_56122000_-	1	1
1_56159000_-	1	1
1_56184000_+	1	1
1_56189000_+	1	1
1_56204000_+	1	1
1_56227000_-	1	1
1_56228000_+	2	1
1_56234000_+	2	1
1_56236000_-	1	1
1_56239000_-	2	1
1_56242000_-	1	1
1_56242000_+	1	1
1_5625000_+	1	1
1_56250000_-	1	1
1_56255000_+	1	1
1_56280000_+	1	1
1_56294000_+	1	1
1_5631000_+	1	1
1_56312000_-	2	1
1_56324000_+	1	1
1_56325000_-	1	1
1_56331000_+	2	1
1_56343000_-	2	1
1_56351000_+	2	1
1_56354000_+	1	1
1_56358000_+	1	1
1_56382000_-	1	1
1_56413000_-	1	1
1_56433000_+	1	1
1_56448000_+	1	2
1_5646000_+	1	1
1_56490000_+	1	1
1_5652000_-	1	1
1_56587000_+	2	1
1_5659000_-	1	1
1_5660000_-	1	1
1_56604000_-	1	1
1_56622000_+	1	1
1_56667000_+	2	1
1_56669000_+	1	1
1_56675000_+	1	1
1_56719000_-	2	1
1_56719000_+	2	1
1_56729000_-	1	1
1_56734000_+	2	1
1_56752000_-	2	1
1_56759000_-	1	1
1_56760000_-	2	1
1_56761000_-	1	1
1_56786000_+	1	1
1_56795000_-	2	1
1_56798000_+	1	1
1_56840000_-	2	1
1_56878000_-	2	1
1_56892000_-	1	1
1_56894000_-	2	1
1_56902000_-	1	1
1_56909000_+	1	1
1_56916000_-	2	1
1_56925000_-	2	1
1_56942000_-	1	1
1_5695000_-	2	1
1_56965000_+	1	1
1_56991000_-	2	1
1_57013000_-	1	1
1_57015000_-	1	1
1_57019000_-	1	1
1_5704000_+	2	1
1_5706000_+	1	1
1_57060000_-	1	1
1_57060000_+	1	1
1_57065000_+	2	1
1_57073000_-	1	1
1_57088000_-	2	1
1_57092000_+	1	1
1_57122000_-	1	1
1_57144000_+	2	1
1_57181000_-	1	1
1_57183000_-	1	1
1_57196000_+	1	1
1_57204000_+	1	1
1_57213000_-	1	1
1_57217000_+	1	1
1_57221000_-	1	1
1_57234000_+	1	1
1_57237000_+	1	1
1_57245000_-	2	1
1_57254000_+	1	1
1_57262000_-	1	1
1_57268000_-	1	1
1_57282000_+	1	1
1_57294000_+	2	1
1_57295000_+	1	1
1_57310000_+	1	1
1_57326000_-	1	1
1_5733000_-	1	1
1_5735000_+	2	1
1_57355000_-	2	1
1_57363000_-	1	1
1_57372000_+	1	1
1_57377000_-	1	1
1_57388000_+	1	1
1_57389000_+	1	1
1_57394000_+	1	1
1_5740000_-	2	1
1_57403000_-	1	1
1_5748000_+	2	1
1_57480000_+	1	1
1_57484000_+	1	1
1_57517000_-	1	1
1_57539000_-	2	1
1_57545000_+	2	1
1_57548000_-	1	1
1_57550000_+	1	1
1_57561000_+	1	1
1_57570000_-	2	1
1_5758000_+	2	1
1_57593000_-	1	1
1_57612000_+	1	1
1_57613000_-	1	1
1_57660000_+	2	1
1_57669000_-	2	1
1_57689000_-	1	1
1_57732000_-	2	1
1_57764000_+	1	1
1_57779000_+	1	1
1_57782000_+	1	1
1_57788000_-	1	1
1_5779000_+	1	1
1_57811000_-	2	1
1_57817000_-	2	1
1_57837000_-	2	1
1_5784000_+	1	1
1_57879000_+	1	1
1_57881000_-	2	1
1_57902000_+	1	1
1_5791000_+	1	1
1_57940000_+	1	1
1_57941000_+	1	2
1_57969000_+	1	1
1_57990000_-	1	1
1_57999000_+	1	1
1_58000000_-	1	1
1_58005000_+	1	1
1_58013000_+	1	1
1_5802000_-	1	1
1_5803000_-	1	1
1_58034000_-	2	1
1_58061000_-	1	1
1_58074000_-	2	1
1_58084000_+	1	1
1_58090000_-	1	1
1_58102000_+	1	1
1_58129000_-	1	1
1_58134000_+	1	1
1_58141000_-	1	1
1_58147000_-	2	1
1_58164000_+	1	1
1_58165000_+	1	1
1_5818000_+	2	1
1_58183000_-	1	1
1_58185000_-	2	1
1_58205000_-	1	1
1_58209000_-	1	1
1_58219000_-	3	1
1_58235000_-	1	1
1_58238000_-	1	1
1_58245000_-	2	1
1_58246000_-	1	1
1_58254000_-	1	1
1_58276000_-	1	1
1_58277000_-	1	1
1_58302000_-	1	1
1_58308000_+	2	1
1_58315000_-	2	1
1_58321000_-	2	1
1_58347000_+	2	1
1_58381000_-	1	1
1_58385000_+	1	1
1_58395000_+	2	1
1_5842000_+	1	1
1_58441000_-	1	1
1_58443000_+	2	1
1_58448000_+	2	1
1_58471000_-	1	1
1_58509000_+	1	1
1_58524000_+	1	1
1_58559000_-	1	1
1_58570000_+	1	1
1_58573000_+	1	1
1_58603000_+	2	1
1_5865000_-	1	1
1_58657000_+	2	1
1_58673000_+	1	1
1_58689000_+	1	1
1_5869000_-	2	1
1_58694000_-	2	1
1_58712000_+	1	1
1_58726000_+	1	1
1_58742000_-	1	1
1_58754000_+	1	1
1_58760000_-	1	1
1_58763000_+	2	1
1_58764000_+	2	1
1_58770000_+	2	1
1_58779000_-	1	1
1_58803000_+	1	1
1_58837000_-	1	1
1_58851000_+	1	1
1_58854000_-	2	1
1_58864000_+	2	1
1_58892000_+	2	1
1_5891000_+	1	1
1_58923000_+	1	1
1_5895000_-	1	1
1_58951000_+	1	1
1_58967000_+	2	1
1_58969000_+	1	1
1_59000000_+	1	1
1_59017000_-	2	1
1_59017000_+	1	1
1_59018000_-	1	1
1_59024000_-	1	1
1_59026000_-	1	1
1_59059000_+	1	1
1_5906000_-	1	1
1_59066000_+	1	1
1_59070000_+	1	1
1_59086000_-	1	1
1_59094000_-	1	1
1_59104000_+	1	1
1_59105000_+	1	1
1_59126000_+	2	1
1_59138000_-	2	1
1_59165000_+	1	1
1_59167000_+	2	1
1_59168000_-	1	1
1_5917000_+	1	1
1_5918000_-	2	1
1_59185000_+	2	1
1_59186000_+	1	1
1_59191000_-	1	1
1_59204000_-	1	1
1_59213000_+	2	1
1_59221000_+	1	1
1_59225000_+	1	1
1_59241000_-	1	1
1_59257000_-	1	1
1_59259000_-	2	1
1_5926000_+	1	1
1_59260000_-	1	1
1_59261000_+	2	1
1_59270000_-	1	1
1_59278000_+	1	1
1_59280000_+	1	1
1_59286000_-	2	1
1_59299000_+	2	1
1_5930000_+	2	1
1_59318000_-	1	1
1_59322000_+	1	1
1_59345000_-	2	1
1_59354000_-	1	1
1_59371000_+	2	1
1_59373000_+	2	1
1_59392000_-	1	1
1_59394000_-	4	1
1_59396000_-	2	1
1_5940000_+	1	1
1_5943000_+	2	1
1_59464000_+	1	1
1_59474000_-	1	1
1_59493000_-	1	1
1_5951000_-	1	1
1_59551000_+	2	1
1_59561000_-	2	1
1_59577000_-	1	1
1_59598000_-	2	1
1_59636000_+	2	1
1_59656000_+	2	1
1_59672000_+	2	1
1_59683000_+	1	1
1_59688000_+	1	1
1_59694000_+	1	1
1_59695000_+	1	1
1_59714000_-	1	1
1_59727000_-	2	1
1_59774000_+	1	1
1_59798000_+	1	1
1_59834000_-	2	1
1_5986000_-	1	1
1_59874000_+	1	1
1_59897000_+	2	1
1_59900000_-	1	1
1_59913000_+	1	1
1_59920000_-	1	1
1_5994000_-	2	1
1_59958000_+	2	1
1_5998000_-	2	1
1_5998000_+	1	1
1_59986000_+	2	1
1_59990000_+	1	1
1_60009000_+	1	1
1_60013000_+	1	1
1_60025000_-	2	1
1_60057000_-	2	1
1_60067000_+	1	1
1_60071000_+	1	1
1_60100000_+	2	1
1_60104000_+	2	1
1_60136000_+	2	1
1_60143000_-	1	1
1_60154000_-	2	1
1_60157000_+	1	1
1_60165000_-	2	1
1_60206000_+	1	1
1_60209000_-	1	1
1_60237000_-	2	1
1_6025000_-	1	1
1_60273000_-	2	1
1_6028000_-	2	1
1_60283000_-	1	1
1_60289000_-	1	1
1_6029000_+	2	1
1_60333000_-	1	1
1_60355000_+	1	1
1_6037000_+	1	1
1_6039000_+	1	1
1_60392000_+	2	1
1_6040000_+	1	1
1_60411000_-	1	1
1_60423000_+	1	1
1_60434000_+	3	1
1_60445000_-	1	2
1_60466000_+	1	1
1_60473000_-	1	1
1_60477000_+	1	1
1_60483000_+	1	1
1_60507000_+	1	1
1_6051000_+	1	1
1_6053000_+	1	1
1_60572000_+	1	1
1_60578000_-	1	1
1_60583000_-	1	1
1_60591000_-	1	1
1_60592000_-	2	1
1_6064000_+	5	1.6
1_6065000_-	8	1
1_6065000_+	35	1.17142857142857
1_6066000_-	24	1.20833333333333
1_6066000_+	5	1
1_60664000_+	1	1
1_60669000_-	1	1
1_6067000_-	2	1
1_6067000_+	2	1
1_60680000_+	2	1
1_60687000_-	2	1
1_6069000_-	2	1
1_60692000_+	2	1
1_60700000_-	2	1
1_60701000_-	1	1
1_60705000_-	1	1
1_6072000_+	1	1
1_60757000_+	1	1
1_60780000_+	1	1
1_60784000_-	2	1
1_6079000_-	1	1
1_60799000_-	1	1
1_6081000_-	2	1
1_6081000_+	2	1
1_6082000_-	2	1
1_60852000_+	1	1
1_60858000_-	2	1
1_6086000_+	1	2
1_60873000_+	1	1
1_60884000_-	1	1
1_60913000_+	1	1
1_60937000_+	2	1
1_60942000_-	2	1
1_60949000_-	1	1
1_60996000_+	1	1
1_61020000_+	1	1
1_61024000_-	1	1
1_61038000_+	2	1
1_61040000_+	1	1
1_61045000_-	2	1
1_61049000_-	1	1
1_61127000_+	1	1
1_61138000_+	1	1
1_61150000_+	2	1
1_61191000_-	1	1
1_61194000_-	1	1
1_61199000_-	1	1
1_61200000_+	1	1
1_61224000_-	2	1
1_61230000_+	1	1
1_61234000_+	2	1
1_61252000_-	2	1
1_6130000_-	2	1
1_61336000_+	1	1
1_6135000_-	1	1
1_61356000_+	2	1
1_61369000_+	2	1
1_61378000_+	1	1
1_6139000_-	2	1
1_61396000_+	1	1
1_61402000_+	2	1
1_61413000_+	2	1
1_61429000_-	2	1
1_61437000_-	2	1
1_61481000_+	2	1
1_61517000_-	1	1
1_61522000_-	1	1
1_61542000_+	1	1
1_6155000_-	1	1
1_61581000_-	2	1
1_61582000_+	2	1
1_61612000_-	1	1
1_61620000_+	2	1
1_61638000_+	2	1
1_61639000_-	2	1
1_61639000_+	2	1
1_61644000_+	2	1
1_61647000_+	1	1
1_61650000_-	1	1
1_61654000_+	1	1
1_61672000_+	2	1
1_61682000_-	1	1
1_6170000_+	1	1
1_61719000_+	1	1
1_61720000_-	1	1
1_61730000_-	1	1
1_61746000_-	1	1
1_61762000_+	1	1
1_61780000_-	1	1
1_61781000_+	1	1
1_61789000_+	1	1
1_6180000_+	2	1
1_61803000_+	1	1
1_61809000_+	1	1
1_61820000_-	1	1
1_61837000_+	1	1
1_6184000_-	1	1
1_61847000_+	1	1
1_6185000_-	2	1
1_6191000_+	1	1
1_61917000_-	1	1
1_61933000_-	1	1
1_61942000_-	1	1
1_61942000_+	1	1
1_61943000_+	2	1
1_61958000_-	1	1
1_61976000_+	1	1
1_61979000_-	2	1
1_61986000_+	1	1
1_61990000_-	2	1
1_62007000_-	1	1
1_62015000_+	1	1
1_6203000_+	2	1
1_62069000_+	2	1
1_62075000_-	2	1
1_62084000_+	1	1
1_6209000_-	2	1
1_6211000_+	1	1
1_62110000_+	1	1
1_62115000_+	1	1
1_6212000_+	1	1
1_6214000_+	1	1
1_62140000_+	2	1
1_62173000_+	2	1
1_62188000_-	2	1
1_62194000_+	1	1
1_62198000_-	2	1
1_62215000_-	1	1
1_6222000_-	1	1
1_62235000_+	2	1
1_62275000_+	1	1
1_62284000_-	2	1
1_62286000_+	1	1
1_62291000_-	2	1
1_62294000_-	1	1
1_6230000_+	3	1
1_62306000_+	1	1
1_62308000_+	1	1
1_62312000_+	1	1
1_62313000_+	2	1
1_62317000_-	2	1
1_62335000_+	2	1
1_62343000_-	2	1
1_62391000_+	1	1
1_62416000_+	1	1
1_62422000_+	1	1
1_62428000_-	1	1
1_6244000_+	1	1
1_62450000_-	1	1
1_62450000_+	1	1
1_62453000_+	4	1
1_62454000_-	1	1
1_62477000_-	1	1
1_62477000_+	1	1
1_62514000_-	1	1
1_6254000_-	1	1
1_62543000_+	1	1
1_62545000_-	1	1
1_62559000_+	2	1
1_62563000_+	1	1
1_62564000_+	2	1
1_62577000_+	1	1
1_6259000_-	2	1
1_62608000_+	1	1
1_62612000_+	1	1
1_62617000_+	1	1
1_6262000_+	1	1
1_62620000_+	2	1
1_62649000_-	2	1
1_6266000_-	1	1
1_62666000_+	1	1
1_62690000_-	1	1
1_62695000_+	2	1
1_62697000_-	1	1
1_62707000_-	1	1
1_62724000_+	1	1
1_62734000_-	1	1
1_62735000_+	2	1
1_62740000_+	1	1
1_62743000_+	1	1
1_62753000_+	1	1
1_62756000_+	1	1
1_62769000_-	1	1
1_62818000_+	1	1
1_62829000_+	1	1
1_62861000_-	1	1
1_62870000_+	2	1
1_62872000_+	1	1
1_62885000_-	1	1
1_62902000_-	2	1
1_62907000_+	2	1
1_6293000_-	1	1
1_62956000_+	2	1
1_62967000_+	2	1
1_62973000_+	1	1
1_62986000_-	1	1
1_62991000_-	2	1
1_63002000_+	1	1
1_63011000_+	1	1
1_63102000_+	2	1
1_63115000_+	1	1
1_63124000_+	2	1
1_63185000_-	1	1
1_63282000_-	1	1
1_63284000_+	2	1
1_63290000_+	1	1
1_63303000_+	1	1
1_63313000_-	1	1
1_63321000_-	1	1
1_63331000_+	1	1
1_63340000_+	2	1
1_63354000_+	2	1
1_63361000_+	1	1
1_63372000_+	1	1
1_63383000_-	2	1
1_63408000_+	1	1
1_63413000_+	1	1
1_63418000_-	2	1
1_63418000_+	1	1
1_63443000_-	2	1
1_63454000_+	2	1
1_63457000_-	1	1
1_63468000_+	1	1
1_6347000_+	1	1
1_63482000_+	1	1
1_63485000_-	1	1
1_6349000_+	1	1
1_63521000_+	2	1
1_63532000_-	1	1
1_63541000_-	2	1
1_63556000_+	2	1
1_63580000_-	1	1
1_63583000_+	1	1
1_63594000_-	1	1
1_63602000_+	1	1
1_63631000_+	2	1
1_63638000_-	2	1
1_63665000_+	1	1
1_63666000_-	1	1
1_63674000_+	1	1
1_63676000_-	1	1
1_63694000_+	1	1
1_63731000_+	1	1
1_63734000_+	1	1
1_63741000_+	1	1
1_63760000_+	2	1
1_63785000_-	1	1
1_63838000_+	1	1
1_63854000_+	1	1
1_63876000_+	2	1
1_63878000_+	2	1
1_63893000_+	2	1
1_63899000_-	2	1
1_63908000_-	1	1
1_63915000_-	3	1
1_63930000_+	2	1
1_63935000_+	1	1
1_63943000_+	2	1
1_6396000_-	1	1
1_63978000_-	1	1
1_63983000_+	1	1
1_63984000_+	1	1
1_63996000_+	2	1
1_64013000_-	1	1
1_64019000_-	1	1
1_6403000_-	1	1
1_64040000_-	2	1
1_64050000_-	2	1
1_64056000_-	1	1
1_64062000_+	2	1
1_64063000_-	1	1
1_64071000_-	2	1
1_64097000_-	2	1
1_64107000_-	1	1
1_64129000_-	2	1
1_64136000_-	1	1
1_64141000_-	2	1
1_64240000_-	1	1
1_64243000_+	1	1
1_64244000_-	1	1
1_64247000_+	2	1
1_64267000_+	2	1
1_64276000_-	2	1
1_64295000_-	1	1
1_64304000_+	2	1
1_64312000_-	2	1
1_64343000_+	1	1
1_64351000_-	2	1
1_64393000_-	2	1
1_64398000_+	2	1
1_64421000_-	2	1
1_64487000_+	1	1
1_64491000_-	2	1
1_64505000_+	1	1
1_64556000_+	1	1
1_64567000_-	1	1
1_64584000_+	1	1
1_64587000_+	1	1
1_64609000_+	1	1
1_64614000_+	2	1
1_64617000_-	1	1
1_6462000_+	1	1
1_64639000_+	1	1
1_64668000_+	1	1
1_64672000_-	1	1
1_64677000_-	1	1
1_64696000_-	1	1
1_64703000_+	4	1
1_64709000_+	2	1
1_64726000_-	2	2
1_64730000_+	1	1
1_64765000_+	1	1
1_64772000_-	1	1
1_64774000_-	2	1
1_64780000_-	2	1
1_64790000_-	1	1
1_64798000_+	2	1
1_64813000_-	2	1
1_64814000_+	1	1
1_64829000_+	2	1
1_64857000_-	1	1
1_64902000_+	1	1
1_64919000_-	2	1
1_64934000_-	1	1
1_64940000_-	1	1
1_64973000_-	1	1
1_65003000_-	1	1
1_6505000_-	1	1
1_65055000_-	1	1
1_65057000_+	2	1
1_65091000_-	1	1
1_65113000_-	2	1
1_65113000_+	1	1
1_65117000_+	2	1
1_65174000_-	1	1
1_65185000_-	1	1
1_65198000_-	1	1
1_65204000_-	2	1
1_65236000_-	1	1
1_65246000_-	1	1
1_65266000_+	1	1
1_65271000_+	1	1
1_65272000_-	1	1
1_65280000_-	1	1
1_65284000_-	1	1
1_65285000_-	1	1
1_65287000_-	1	1
1_65288000_+	1	1
1_65291000_+	1	1
1_65292000_+	2	1
1_65323000_+	2	1
1_65348000_+	1	1
1_65362000_-	1	1
1_65363000_+	1	1
1_65378000_-	1	1
1_65379000_+	2	1
1_65389000_+	1	1
1_65393000_+	1	1
1_65401000_+	1	1
1_65411000_+	1	1
1_65435000_-	1	1
1_65443000_-	1	1
1_65503000_+	1	1
1_6551000_-	2	1
1_65533000_-	2	1
1_65540000_-	1	1
1_65574000_-	1	1
1_65599000_+	1	1
1_65625000_+	1	1
1_65654000_-	1	1
1_65671000_-	1	1
1_65671000_+	2	1
1_6568000_+	1	1
1_65705000_-	1	1
1_65737000_-	4	1
1_65808000_-	2	1
1_65810000_-	1	1
1_65817000_-	1	1
1_65830000_+	2	1
1_65835000_-	1	1
1_65846000_-	1	1
1_65863000_-	1	1
1_65875000_-	2	1
1_65904000_-	1	1
1_65905000_-	1	1
1_65906000_+	2	1
1_65919000_+	1	1
1_65927000_-	1	1
1_65945000_+	1	1
1_65961000_+	1	1
1_65967000_+	1	1
1_65977000_-	1	1
1_65978000_-	1	1
1_65989000_-	2	1
1_65989000_+	1	1
1_66042000_-	1	1
1_66044000_-	2	1
1_66046000_-	1	1
1_66052000_+	1	1
1_66061000_-	1	1
1_66062000_+	1	1
1_66099000_-	2	1
1_66107000_+	1	1
1_66145000_+	1	1
1_66157000_+	1	1
1_66159000_+	1	1
1_66187000_+	1	1
1_66190000_+	1	1
1_66191000_+	2	1
1_66192000_-	1	1
1_66193000_+	1	2
1_6621000_+	1	1
1_66214000_+	1	1
1_66233000_-	1	1
1_6626000_-	1	1
1_6626000_+	2	1
1_6627000_+	1	1
1_66284000_-	1	1
1_6630000_-	2	1
1_6631000_-	2	1
1_66343000_-	1	1
1_66359000_+	1	1
1_6637000_+	1	1
1_66370000_-	1	1
1_66426000_+	2	1
1_66428000_+	1	1
1_66472000_+	2	1
1_66476000_+	2	1
1_66503000_+	1	1
1_66525000_+	1	1
1_66528000_-	1	1
1_66547000_-	1	1
1_66552000_+	2	1
1_66582000_+	2	1
1_66618000_-	1	1
1_66640000_-	1	1
1_66641000_+	1	1
1_66699000_+	1	1
1_66700000_+	2	1
1_66707000_+	2	1
1_66712000_+	1	1
1_66715000_-	2	1
1_66743000_-	1	1
1_66777000_-	1	1
1_66797000_-	2	1
1_66799000_-	1	1
1_66811000_+	1	1
1_66826000_+	1	1
1_66847000_+	1	1
1_66858000_+	1	1
1_66867000_+	1	1
1_6687000_-	2	1
1_66888000_-	1	1
1_66919000_+	1	1
1_6694000_-	1	1
1_66944000_-	1	1
1_66959000_-	2	1
1_66983000_+	1	1
1_67003000_-	1	1
1_67012000_-	2	1
1_67015000_+	1	1
1_67041000_-	1	1
1_67046000_-	1	1
1_67051000_-	2	1
1_67086000_-	1	1
1_67089000_+	2	1
1_67093000_+	2	1
1_67108000_+	2	1
1_67112000_-	1	1
1_67123000_-	1	1
1_67125000_-	2	1
1_6714000_+	2	1
1_67141000_-	1	1
1_6716000_-	2	1
1_67165000_+	1	1
1_67175000_-	2	1
1_67195000_-	2	1
1_67197000_-	1	1
1_67205000_+	1	1
1_6721000_+	1	1
1_67215000_+	1	1
1_6728000_-	1	1
1_67282000_+	1	1
1_67285000_-	2	1
1_67319000_+	1	1
1_67321000_+	1	1
1_67343000_+	1	1
1_67344000_+	2	1
1_67346000_-	1	1
1_6735000_-	1	1
1_67370000_-	2	1
1_67371000_+	1	1
1_67372000_-	2	1
1_67383000_+	1	1
1_67396000_-	2	1
1_67396000_+	1	1
1_67401000_+	2	1
1_67441000_-	1	1
1_67452000_+	1	1
1_67455000_-	1	1
1_67472000_+	2	1
1_67474000_+	1	1
1_67488000_+	2	1
1_67510000_-	2	1
1_67551000_-	2	1
1_67556000_+	1	1
1_67563000_+	1	1
1_67579000_+	1	1
1_67597000_+	1	1
1_67599000_+	1	1
1_67622000_-	1	1
1_67634000_+	2	1
1_67636000_+	2	1
1_6765000_+	2	1
1_67660000_+	1	1
1_67661000_+	1	1
1_67677000_-	2	1
1_6773000_-	2	1
1_67750000_-	2	1
1_67757000_+	2	1
1_67770000_-	1	1
1_67779000_-	1	1
1_67785000_+	2	1
1_67795000_+	2	1
1_67797000_-	2	1
1_67801000_+	3	1
1_67808000_+	1	1
1_67809000_+	2	1
1_6781000_+	1	1
1_67810000_-	1	1
1_67811000_+	1	1
1_67847000_+	1	1
1_67861000_+	2	1
1_67869000_+	2	1
1_67875000_-	2	1
1_67884000_+	1	1
1_67898000_+	2	1
1_67909000_-	2	1
1_67913000_+	1	1
1_67931000_-	1	1
1_67934000_-	2	1
1_67947000_+	2	1
1_67952000_-	2	1
1_67953000_-	1	2
1_67958000_-	2	1
1_67987000_+	1	1
1_68024000_+	1	1
1_68027000_-	1	1
1_68030000_+	2	1
1_68037000_+	1	1
1_68045000_-	2	1
1_68050000_+	1	1
1_68053000_-	1	1
1_6807000_-	2	1
1_68080000_+	2	1
1_68090000_+	2	1
1_68091000_-	1	1
1_68099000_-	2	1
1_68128000_+	2	1
1_68139000_-	1	1
1_68152000_-	2	1
1_6817000_+	1	1
1_68184000_+	1	1
1_68190000_-	1	1
1_68196000_-	1	1
1_6820000_+	2	1
1_6821000_+	2	1
1_68223000_-	1	1
1_68242000_+	2	1
1_68243000_+	2	1
1_68263000_+	1	1
1_68264000_+	1	1
1_68268000_-	2	2
1_68270000_-	1	1
1_6828000_-	2	1
1_68296000_-	2	1
1_68305000_-	2	1
1_68314000_-	1	1
1_68330000_+	1	1
1_68347000_+	2	1
1_68450000_+	1	1
1_68453000_+	1	1
1_68458000_-	1	1
1_68467000_+	1	1
1_68496000_+	2	1
1_68506000_-	1	1
1_68507000_-	1	1
1_68517000_+	2	1
1_68528000_-	2	1
1_68532000_+	2	1
1_68533000_+	1	1
1_68536000_-	1	1
1_6855000_+	1	1
1_68550000_-	1	1
1_68575000_+	2	1
1_68589000_+	2	1
1_68611000_+	1	1
1_68626000_+	1	1
1_68632000_+	1	1
1_68654000_+	1	1
1_68663000_+	1	1
1_6871000_+	1	1
1_68710000_+	1	1
1_68748000_-	2	1
1_68758000_-	1	1
1_68760000_+	1	1
1_68761000_+	1	1
1_68780000_+	2	1
1_68828000_+	1	1
1_68833000_+	1	2
1_68850000_+	1	2
1_68855000_+	1	1
1_68866000_+	2	1
1_68894000_-	1	1
1_68900000_+	1	2
1_68916000_-	1	1
1_6892000_-	2	1
1_68950000_+	1	1
1_68972000_-	1	1
1_68972000_+	1	1
1_68990000_-	2	1
1_68992000_-	1	1
1_68996000_+	1	1
1_69014000_-	1	1
1_69017000_-	1	1
1_69019000_+	2	1
1_6902000_+	1	1
1_69026000_+	1	1
1_69027000_-	2	1
1_69042000_+	1	1
1_69047000_+	2	1
1_69057000_+	2	2
1_69060000_-	2	1
1_69065000_-	1	1
1_69084000_-	2	1
1_69085000_+	2	1
1_69094000_+	1	1
1_69160000_-	1	1
1_69167000_+	1	1
1_69199000_-	2	1
1_69210000_+	2	1
1_69211000_+	1	1
1_69239000_-	2	1
1_69241000_-	2	1
1_69252000_+	2	1
1_69263000_+	2	1
1_69286000_-	1	1
1_69292000_+	1	1
1_69295000_-	2	1
1_69315000_-	1	1
1_69329000_-	1	1
1_69349000_+	1	1
1_6935000_-	2	1
1_69374000_+	2	1
1_69423000_-	2	1
1_69435000_-	1	1
1_69451000_-	1	1
1_69483000_+	2	1
1_69497000_-	1	1
1_69498000_-	2	1
1_69509000_+	1	2
1_69510000_-	1	1
1_69510000_+	2	1
1_6954000_+	1	1
1_69556000_+	1	2
1_69617000_+	1	1
